channel_id,direction,direction2,entry_points,entry_type,message_age_hours,message_id,raw_message,stop_loss,symbol,timestamp,tp1,tp2,tp3,tp4
-1001552516320,BUY,BUY,"[37050.0, 36850.0]",limit,4.654063568888889,9971,"NIKKEI BUY limit from 37050 and BUY limit from 36850
Tp1 @ 37300 1
Tp2 @ 37600 2
Tp3 @ 37900 3
Tp4 @ 38200 4
Sl    @ 36600 ",36600.0,NIKKEI,2025-06-01T20:27:17+00:00,37300.0,37600.0,37900.0,38200.0
-1001552516320,SELL,SELL,"[38200.0, 38400.0]",limit,4.654063568888889,9970,"NIKKEI SELL limit from 38200 and SELL limit from 38400
Tp1 @ 38000 1
Tp2 @ 37700 2
Tp3 @ 37400 3
Tp4 @ 37100 0
Sl    @ 38600 ",38600.0,NIKKEI,2025-06-01T20:27:17+00:00,38000.0,37700.0,37400.0,37100.0
-1001552516320,SELL,SELL,"[24850.0, 25050.0]",limit,4.654063568888889,9969,"DAX 40 SELL limit from 24850 and SELL limit from 25050
Tp1 @ 24600 1
Tp2 @ 24300 2
Tp3 @ 24000 3
Tp4 @ 23700 0
Sl    @ 25300 ",25300.0,DAX 40,2025-06-01T20:27:17+00:00,24600.0,24300.0,24000.0,23700.0
-1001552516320,BUY,BUY,"[23900.0, 23700.0]",limit,4.654063568888889,9968,"DAX 40 BUY limit from 23900 and BUY limit from 23700
Tp1 @ 24100 1
Tp2 @ 24400 2
Tp3 @ 24700 3
Tp4 @ 25000 4
Sl    @ 23500 ",23500.0,DAX 40,2025-06-01T20:27:17+00:00,24100.0,24400.0,24700.0,25000.0
-1001552516320,SELL,SELL,"[21900.0, 22100.0]",limit,4.654063568888889,9967,"US100 SELL limit from 21900 and SELL limit from 22100
Tp1 @ 21700 1
Tp2 @ 21400 2
Tp3 @ 21100 3
Tp4 @ 20800 0
Sl    @ 22300 ",22300.0,US100,2025-06-01T20:27:17+00:00,21700.0,21400.0,21100.0,20800.0
-1001552516320,BUY,BUY,"[21050.0, 20850.0]",limit,4.654063568888889,9966,"US100 BUY limit from 21050 and BUY limit from 20850
Tp1 @ 21300 1
Tp2 @ 21600 2
Tp3 @ 21900 3
Tp4 @ 22200 4
Sl    @ 20600 ",20600.0,US100,2025-06-01T20:27:17+00:00,21300.0,21600.0,21900.0,22200.0
-1001552516320,SELL,SELL,"[43300.0, 43500.0]",limit,4.654063568888889,9965,"US30 SELL limit from 43300 and SELL limit from 43500
Tp1 @ 43100 1
Tp2 @ 42800 2
Tp3 @ 42500 3
Tp4 @ 42200 0
Sl    @ 43700 ",43700.0,US30,2025-06-01T20:27:17+00:00,43100.0,42800.0,42500.0,42200.0
-1001552516320,BUY,BUY,"[42100.0, 41900.0]",limit,4.654063568888889,9964,"US30 BUY limit from 42100 and BUY limit from 41900
Tp1 @ 42300 1
Tp2 @ 42600 2
Tp3 @ 42900 3
Tp4 @ 43200 4
Sl    @ 41700 ",41700.0,US30,2025-06-01T20:27:17+00:00,42300.0,42600.0,42900.0,43200.0
-1001552516320,BUY,BUY,"[143.3, 142.7]",limit,4.6543413466666665,9963,"USDJPY BUY limit from 143.3 and BUY limit from 142.7
Tp1 @ 143.8 1
Tp2 @ 144.4 2
Tp3 @ 145.0 3
Tp4 @ 145.6 4
Sl    @ 142.1 ",142.1,USDJPY,2025-06-01T20:27:16+00:00,143.8,144.4,145.0,145.6
-1001552516320,SELL,SELL,"[1.393, 1.399]",limit,4.6543413466666665,9962,"USDCAD SELL limit from 1.393 and SELL limit from 1.399
Tp1 @ 1.388 1
Tp2 @ 1.382 2
Tp3 @ 1.376 3
Tp4 @ 1.370 0
Sl    @ 1.405 ",1.405,USDCAD,2025-06-01T20:27:16+00:00,1.388,1.382,1.376,1.37
